Country,S/N,CODE,STATE,NAME,WIKIDATA,MS_FB_PARE,MS_FB
Nigeria,303,SC/303/ED,Edo State,Etsako Central,Q59819081,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:303
Nigeria,304,SC/304/ED,Edo State,Etsako East,Q59819083,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:304
Nigeria,305,SC/305/ED,Edo State,Etsako West I,Q59819084,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:305
Nigeria,306,SC/306/ED,Edo State,Etsako West II,Q59819085,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:306
Nigeria,307,SC/307/ED,Edo State,Egor,Q59819087,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:307
Nigeria,308,SC/308/ED,Edo State,Ikpoba-Okha,Q59819088,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:308
Nigeria,309,SC/309/ED,Edo State,Igueben,Q59819089,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:309
Nigeria,310,SC/310/ED,Edo State,Oredo East,Q59819090,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:310
Nigeria,311,SC/311/ED,Edo State,Oredo West,Q59819091,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:311
Nigeria,312,SC/312/ED,Edo State,Orhionmwon I,Q59819092,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:312
Nigeria,313,SC/313/ED,Edo State,Orhionmwon II,Q59819093,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:313
Nigeria,314,SC/314/ED,Edo State,Ovia North East I,Q59819094,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:314
Nigeria,315,SC/315/ED,Edo State,Ovia North East II,Q59819095,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:315
Nigeria,316,SC/316/ED,Edo State,Ovia South West,Q59819102,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:316
Nigeria,317,SC/317/ED,Edo State,Owan East,Q59819103,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:317
Nigeria,318,SC/318/ED,Edo State,Owan West,Q59819104,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:318
Nigeria,319,SC/319/ED,Edo State,Uhunmwode,Q59819105,country:ng/state:ed,country:ng/state:ed/state-assembly-constituency:319
Nigeria,320,SC/320/EK,Ekiti State,Ado I,Q59819106,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:320
Nigeria,321,SC/321/EK,Ekiti State,Ado II,Q59819107,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:321
Nigeria,324,SC/324/EK,Ekiti State,Ekiti East I,Q59819110,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:324
Nigeria,325,SC/325/EK,Ekiti State,Ekiti East II,Q59819115,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:325
Nigeria,326,SC/326/EK,Ekiti State,Ekiti West I,Q59819118,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:326
Nigeria,327,SC/327/EK,Ekiti State,Ekiti West II,Q59819119,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:327
Nigeria,328,SC/328/EK,Ekiti State,Ekiti South West I,Q59819120,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:328
Nigeria,329,SC/329/EK,Ekiti State,Ekiti South West II,Q59819121,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:329
Nigeria,331,SC/331/EK,Ekiti State,Ido/Osi I,Q59819123,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:331
Nigeria,332,SC/332/EK,Ekiti State,Ido/Osi Ii,Q59819124,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:332
Nigeria,334,SC/334/EK,Ekiti State,Ikere I,Q59819131,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:334
Nigeria,335,SC/335/EK,Ekiti State,Ikere II,Q59819133,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:335
Nigeria,336,SC/336/EK,Ekiti State,Ikole I,Q59819135,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:336
Nigeria,337,SC/337/EK,Ekiti State,Ikole II,Q59819136,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:337
Nigeria,339,SC/339/EK,Ekiti State,Irepodun/Ifelodun I,Q59819138,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:339
Nigeria,340,SC/340/EK,Ekiti State,Irepodun/Ifelodun Ii,Q59819140,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:340
Nigeria,341,SC/341/EK,Ekiti State,Ise/Orun,Q59819141,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:341
Nigeria,342,SC/342/EK,Ekiti State,Moba I,Q59819142,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:342
Nigeria,343,SC/343/EK,Ekiti State,Moba II,Q59819143,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:343
Nigeria,344,SC/344/EK,Ekiti State,Oye I,Q59819144,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:344
Nigeria,345,SC/345/EK,Ekiti State,Oye II,Q59819145,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:345
Nigeria,346,SC/346/EN,Enugu State,Aniniri,Q59819146,country:ng/state:en,country:ng/state:en/state-assembly-constituency:346
Nigeria,347,SC/347/EN,Enugu State,Awgu North,Q59819148,country:ng/state:en,country:ng/state:en/state-assembly-constituency:347
Nigeria,348,SC/348/EN,Enugu State,Awgu South,Q59819149,country:ng/state:en,country:ng/state:en/state-assembly-constituency:348
Nigeria,349,SC/349/EN,Enugu State,Enugu East I,Q59819150,country:ng/state:en,country:ng/state:en/state-assembly-constituency:349
Nigeria,350,SC/350/EN,Enugu State,Enugu East II,Q59819152,country:ng/state:en,country:ng/state:en/state-assembly-constituency:350
Nigeria,351,SC/351/EN,Enugu State,Enugu North,Q59819153,country:ng/state:en,country:ng/state:en/state-assembly-constituency:351
Nigeria,352,SC/352/EN,Enugu State,Enugu South I,Q59819155,country:ng/state:en,country:ng/state:en/state-assembly-constituency:352
Nigeria,353,SC/353/EN,Enugu State,Enugu South II,Q59819156,country:ng/state:en,country:ng/state:en/state-assembly-constituency:353
Nigeria,354,SC/354/EN,Enugu State,Ezeagu,Q59819157,country:ng/state:en,country:ng/state:en/state-assembly-constituency:354
Nigeria,355,SC/355/EN,Enugu State,Igbo-Etiti East,Q59819158,country:ng/state:en,country:ng/state:en/state-assembly-constituency:355
Nigeria,356,SC/356/EN,Enugu State,Igbo-Etiti West,Q59819159,country:ng/state:en,country:ng/state:en/state-assembly-constituency:356
Nigeria,357,SC/357/EN,Enugu State,Igbo-Eze North I,Q59819160,country:ng/state:en,country:ng/state:en/state-assembly-constituency:357
Nigeria,358,SC/358/EN,Enugu State,Igbo-Eze North II,Q59819161,country:ng/state:en,country:ng/state:en/state-assembly-constituency:358
Nigeria,359,SC/359/EN,Enugu State,Igbo-Eze South,Q59819162,country:ng/state:en,country:ng/state:en/state-assembly-constituency:359
Nigeria,360,SC/360/EN,Enugu State,Isi-Uzo,Q59819163,country:ng/state:en,country:ng/state:en/state-assembly-constituency:360
Nigeria,361,SC/361/EN,Enugu State,Nkanu East,Q59819165,country:ng/state:en,country:ng/state:en/state-assembly-constituency:361
Nigeria,362,SC/362/EN,Enugu State,Nkanu West,Q59819166,country:ng/state:en,country:ng/state:en/state-assembly-constituency:362
Nigeria,363,SC/363/EN,Enugu State,Nsukka East,Q59819168,country:ng/state:en,country:ng/state:en/state-assembly-constituency:363
Nigeria,364,SC/364/EN,Enugu State,Nsukka West,Q59819169,country:ng/state:en,country:ng/state:en/state-assembly-constituency:364
Nigeria,365,SC/365/EN,Enugu State,Oji River,Q59819170,country:ng/state:en,country:ng/state:en/state-assembly-constituency:365
Nigeria,366,SC/366/EN,Enugu State,Udenu,Q59819171,country:ng/state:en,country:ng/state:en/state-assembly-constituency:366
Nigeria,367,SC/367/EN,Enugu State,Udi North,Q59819172,country:ng/state:en,country:ng/state:en/state-assembly-constituency:367
Nigeria,368,SC/368/EN,Enugu State,Udi South,Q59819173,country:ng/state:en,country:ng/state:en/state-assembly-constituency:368
Nigeria,369,SC/369/EN,Enugu State,Uzo Uwani,Q59819174,country:ng/state:en,country:ng/state:en/state-assembly-constituency:369
Nigeria,370,SC/370/GM,Gombe State,Akko West,Q59819176,country:ng/state:go,country:ng/state:go/state-assembly-constituency:370
Nigeria,371,SC/371/GM,Gombe State,Akko Central,Q59819177,country:ng/state:go,country:ng/state:go/state-assembly-constituency:371
Nigeria,372,SC/372/GM,Gombe State,Akko North,Q59819179,country:ng/state:go,country:ng/state:go/state-assembly-constituency:372
Nigeria,373,SC/373/GM,Gombe State,Balanga North,Q59819180,country:ng/state:go,country:ng/state:go/state-assembly-constituency:373
Nigeria,374,SC/374/GM,Gombe State,Balanga South,Q59819181,country:ng/state:go,country:ng/state:go/state-assembly-constituency:374
Nigeria,375,SC/375/GM,Gombe State,Billiri East,Q59819182,country:ng/state:go,country:ng/state:go/state-assembly-constituency:375
Nigeria,376,SC/076GM,Gombe State,Billiri West,Q59819183,country:ng/state:go,country:ng/state:go/state-assembly-constituency:076GM
Nigeria,377,SC/377/GM,Gombe State,Dukku North,Q59819184,country:ng/state:go,country:ng/state:go/state-assembly-constituency:377
Nigeria,378,SC/378/GM,Gombe State,Dukku South,Q59819185,country:ng/state:go,country:ng/state:go/state-assembly-constituency:378
Nigeria,379,SC/379/GM,Gombe State,Funakaye North,Q59819187,country:ng/state:go,country:ng/state:go/state-assembly-constituency:379
Nigeria,380,SC/380/GM,Gombe State,Funakaye South,Q59819188,country:ng/state:go,country:ng/state:go/state-assembly-constituency:380
Nigeria,381,SC/381/GM,Gombe State,Gombe North,Q59819189,country:ng/state:go,country:ng/state:go/state-assembly-constituency:381
Nigeria,382,SC/382/GM,Gombe State,Gombe South,Q59819190,country:ng/state:go,country:ng/state:go/state-assembly-constituency:382
Nigeria,383,SC/383/GM,Gombe State,Kaltungo West,Q59819191,country:ng/state:go,country:ng/state:go/state-assembly-constituency:383
Nigeria,384,SC/384/GM,Gombe State,Kaltungo East,Q59819193,country:ng/state:go,country:ng/state:go/state-assembly-constituency:384
Nigeria,385,SC/385/GM,Gombe State,Nafada North,Q59819194,country:ng/state:go,country:ng/state:go/state-assembly-constituency:385
Nigeria,386,SC/386/GM,Gombe State,Nafada South,Q59819195,country:ng/state:go,country:ng/state:go/state-assembly-constituency:386
Nigeria,387,SC/387/GM,Gombe State,Shongom,Q59819196,country:ng/state:go,country:ng/state:go/state-assembly-constituency:387
Nigeria,388,SC/388/GM,Gombe State,Pero Chonge,Q59819201,country:ng/state:go,country:ng/state:go/state-assembly-constituency:388
Nigeria,389,SC/389/GM,Gombe State,Deba,Q59819202,country:ng/state:go,country:ng/state:go/state-assembly-constituency:389
Nigeria,390,SC/390/GM,Gombe State,Yamaltu East,Q59819203,country:ng/state:go,country:ng/state:go/state-assembly-constituency:390
Nigeria,391,SC/391/GM,Gombe State,Yamaltu West,Q59819204,country:ng/state:go,country:ng/state:go/state-assembly-constituency:391
Nigeria,392,SC/392/GM,Gombe State,Kwami East,Q59819205,country:ng/state:go,country:ng/state:go/state-assembly-constituency:392
Nigeria,393,SC/393/GM,Gombe State,Kwami West,Q59819206,country:ng/state:go,country:ng/state:go/state-assembly-constituency:393
Nigeria,394,SC/394/IM,Imo State,Aboh Mbaise,Q59819207,country:ng/state:im,country:ng/state:im/state-assembly-constituency:394
Nigeria,395,SC/395/IM,Imo State,Ahiazu Mbaise,Q59819208,country:ng/state:im,country:ng/state:im/state-assembly-constituency:395
Nigeria,396,SC/396/IM,Imo State,Ehime Mbano,Q59819209,country:ng/state:im,country:ng/state:im/state-assembly-constituency:396
Nigeria,397,SC/397/IM,Imo State,Ezinihitte,Q59819213,country:ng/state:im,country:ng/state:im/state-assembly-constituency:397
Nigeria,398,SC/398/IM,Imo State,Ideato North,Q59819214,country:ng/state:im,country:ng/state:im/state-assembly-constituency:398
Nigeria,399,SC/399/IM,Imo State,Ideato South,Q59819215,country:ng/state:im,country:ng/state:im/state-assembly-constituency:399
Nigeria,400,SC/400/IM,Imo State,Ihite/Uboma,Q59819216,country:ng/state:im,country:ng/state:im/state-assembly-constituency:400
Nigeria,401,SC/401/IM,Imo State,Ikeduru,Q59819217,country:ng/state:im,country:ng/state:im/state-assembly-constituency:401
Nigeria,402,SC/402/IM,Imo State,Isiala Mbano,Q59819218,country:ng/state:im,country:ng/state:im/state-assembly-constituency:402
Nigeria,403,SC/403/IM,Imo State,Isu,Q59819219,country:ng/state:im,country:ng/state:im/state-assembly-constituency:403
Nigeria,404,SC/404/IM,Imo State,Mbaitoli,Q59819220,country:ng/state:im,country:ng/state:im/state-assembly-constituency:404
Nigeria,405,SC/405/IM,Imo State,Ngor Okpala,Q59819221,country:ng/state:im,country:ng/state:im/state-assembly-constituency:405
Nigeria,406,SC/406/IM,Imo State,Njaba,Q59819224,country:ng/state:im,country:ng/state:im/state-assembly-constituency:406
Nigeria,407,SC/407/IM,Imo State,Nwangele,Q59819225,country:ng/state:im,country:ng/state:im/state-assembly-constituency:407
Nigeria,408,SC/408/IM,Imo State,Nkwerre,Q59819226,country:ng/state:im,country:ng/state:im/state-assembly-constituency:408
Nigeria,409,SC/409/IM,Imo State,Obowo,Q59819227,country:ng/state:im,country:ng/state:im/state-assembly-constituency:409
Nigeria,410,SC/410/IM,Imo State,Oguta,Q59819228,country:ng/state:im,country:ng/state:im/state-assembly-constituency:410
Nigeria,411,SC/411/IM,Imo State,Ohaji/Egbema,Q59819229,country:ng/state:im,country:ng/state:im/state-assembly-constituency:411
Nigeria,412,SC/412/IM,Imo State,Okigwe,Q59819230,country:ng/state:im,country:ng/state:im/state-assembly-constituency:412
Nigeria,413,SC/413/IM,Imo State,Onuimo,Q59819231,country:ng/state:im,country:ng/state:im/state-assembly-constituency:413
Nigeria,414,SC/414/IM,Imo State,Orlu,Q59819232,country:ng/state:im,country:ng/state:im/state-assembly-constituency:414
Nigeria,415,SC/415/IM,Imo State,Orsu,Q59819233,country:ng/state:im,country:ng/state:im/state-assembly-constituency:415
Nigeria,416,SC/416/IM,Imo State,Oru East,Q59819234,country:ng/state:im,country:ng/state:im/state-assembly-constituency:416
Nigeria,417,SC/417/IM,Imo State,Oru West,Q59819235,country:ng/state:im,country:ng/state:im/state-assembly-constituency:417
Nigeria,418,SC/418/IM,Imo State,Owerri Municipal,Q59819236,country:ng/state:im,country:ng/state:im/state-assembly-constituency:418
Nigeria,419,SC/419/IM,Imo State,Owerri North,Q59819237,country:ng/state:im,country:ng/state:im/state-assembly-constituency:419
Nigeria,420,SC/420/IM,Imo State,Owerri West,Q59819238,country:ng/state:im,country:ng/state:im/state-assembly-constituency:420
Nigeria,423,SC/423/JG,Jigawa State,Kanya,Q59819242,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:423
Nigeria,433,SC/433/JG,Jigawa State,Fagam,Q59819254,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:433
Nigeria,438,SC/438/JG,Jigawa State,Bulangu,Q59819259,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:438
Nigeria,439,SC/439/JG,Jigawa State,K/Kasamma,Q59819260,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:439
Nigeria,451,SC/476/KD,Kaduna State,Basawa,Q59819280,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:476
Nigeria,452,SC/470/KD,Kaduna State,Chawai/Kauru,Q59819282,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:470
Nigeria,453,SC/454/KD,Kaduna State,Chikun I,Q59819283,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:454
Nigeria,454,SC/482/KD,Kaduna State,City,Q59819284,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:482
Nigeria,455,SC/466/KD,Kaduna State,Doka,Q59819285,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:466
Nigeria,456,SC/455/KD,Kaduna State,Giwa East,Q59819286,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:455
Nigeria,457,SC/456/KD,Kaduna State,Giwa West,Q59819287,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:456
Nigeria,458,SC/457/KD,Kaduna State,Igabi East,Q59819288,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:457
Nigeria,459,SC/458/KD,Kaduna State,Igabi West,Q59819290,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:458
Nigeria,460,SC/459/KD,Kaduna State,Ikara,Q59819294,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:459
Nigeria,461,SC/483/KD,Kaduna State,Jaba,Q59819296,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:483
Nigeria,462,SC/461/KD,Kaduna State,Jema’a,Q59819297,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:461
Nigeria,463,SC/463/KD,Kaduna State,Kachia,Q59819298,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:463
Nigeria,464,SC/464/KD,Kaduna State,Kagarko,Q59819299,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:464
Nigeria,465,SC/453/KD,Kaduna State,Kajuru,Q59819300,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:453
Nigeria,466,SC/452/KD,Kaduna State,Kakangi,Q59819302,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:452
Nigeria,467,SC/484/KD,Kaduna State,Kaura,Q59819303,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:484
Nigeria,468,SC/465/KD,Kaduna State,Kawo/Gabasawa,Q59819304,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:465
Nigeria,469,SC/481/KD,Kaduna State,Kewaye,Q59819306,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:481
Nigeria,470,SC/460/KD,Kaduna State,Kubau,Q59819307,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:460
Nigeria,471,SC/473/KD,Kaduna State,Kudan,Q59819308,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:473
Nigeria,472,SC/471/KD,Kaduna State,Lere,Q59819309,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:471
Nigeria,473,SC/451/KD,Kaduna State,Magajin Gari,Q59819310,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:451
Nigeria,474,SC/477/KD,Kaduna State,Maigana,Q59819311,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:477
Nigeria,475,SC/474/KD,Kaduna State,Makarfi,Q59819312,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:474
Nigeria,476,SC/468/KD,Kaduna State,Makera,Q59819313,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:468
Nigeria,477,SC/475/KD,Kaduna State,Sabon Gari,Q59819315,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:475
Nigeria,478,SC/472/KD,Kaduna State,Saminaka,Q59819320,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:472
Nigeria,479,SC/462/KD,Kaduna State,Sanga,Q59819321,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:462
Nigeria,480,SC/478/KD,Kaduna State,Soba,Q59819322,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:478
Nigeria,482,SC/469/KD,Kaduna State,Unguwar Sanusi,Q59819324,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:469
Nigeria,483,SC/479/KD,Kaduna State,Zangon Kataf,Q59819325,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:479
Nigeria,484,SC/480/KD,Kaduna State,Zonkwa,Q59819326,country:ng/state:kd,country:ng/state:kd/state-assembly-constituency:480
Nigeria,520,SC/520/KN,Kano State,Tudunwada,Q59819377,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:520
Nigeria,526,SC/526/KT,Katsina State,Bakori II (tsiga),Q59819386,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:526
Nigeria,545,SC/546/KT,Katsina State,Katsina,Q59819411,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:546
Nigeria,563,SC/563/KB,Kebbi State,Bagudo East,Q59819434,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:563
Nigeria,564,SC/564/KB,Kebbi State,Bagudo West,Q59819435,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:564
Nigeria,565,SC/565/KB,Kebbi State,Birnin Kebbi North,Q59819436,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:565
Nigeria,566,SC/566/KB,Kebbi State,Birnin Kebbi South,Q59819437,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:566
Nigeria,573,SC/573/KB,Kebbi State,Koko/Besse,Q59819449,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:573
Nigeria,579,SC/579/KB,Kebbi State,Wasagu/Danko East,Q59819461,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:579
Nigeria,580,SC/580/KB,Kebbi State,Wasagu/Danko West,Q59819463,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:580
Nigeria,585,SC/585/KG,Kogi State,Ankpa I,Q59819470,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:585
Nigeria,586,SC/586/KG,Kogi State,Ankpa II,Q59819475,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:586
Nigeria,588,SC/588/KG,Kogi State,Dekina/Biraidu,Q59819477,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:588
Nigeria,589,SC/589/KG,Kogi State,Okura,Q59819478,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:589
Nigeria,596,SC/596/KG,Kogi State,Lokoja I,Q59819489,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:596
Nigeria,597,SC/597/KG,Kogi State,Lokoja II,Q59819490,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:597
Nigeria,602,SC/602/KG,Kogi State,Okene Town,Q59819497,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:602
Nigeria,603,SC/603/KG,Kogi State,Okene II (south),Q59819498,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:603
Nigeria,608,SC/608/KW,Kwara State,Afon,Q59819505,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:608
Nigeria,609,SC/609/KW,Kwara State,Onire/Owode,Q59819507,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:609
Nigeria,610,SC/610/KW,Kwara State,Ilesha/Gwanara,Q59819508,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:610
Nigeria,611,SC/611/KW,Kwara State,Okuta/Ayashkira,Q59819509,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:611
Nigeria,616,SC/616/KW,Kwara State,Omupo,Q59819515,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:616
Nigeria,617,SC/617/KW,Kwara State,Share/Oke-Ode,Q59819516,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:617
Nigeria,620,SC/620/KW,Kwara State,Ilorin Central,Q59819519,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:620
Nigeria,621,SC/621/KW,Kwara State,Ilorin North West,Q59819520,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:621
Nigeria,624,SC/624/KW,Kwara State,Gwanabe/Adena/Banni,Q59819527,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:624
Nigeria,625,SC/625/KW,Kwara State,Kaiama/Wajibe/Kemanji,Q59819528,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:625
Nigeria,626,SC/626/KW,Kwara State,Lanwa/Ejidongari,Q59819529,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:626
Nigeria,627,SC/627/KW,Kwara State,Oloru/Malete/Ipaiye,Q59819530,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:627
Nigeria,628,SC/628/KW,Kwara State,Balogun/Ojumu,Q59819532,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:628
Nigeria,629,SC/629/KW,Kwara State,Shawo/Essa,Q59819533,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:629
Nigeria,630,SC/630/KW,Kwara State,Odo-Ogun,Q59819534,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:630
Nigeria,631,SC/631/KW,Kwara State,Oke-Ogun,Q59819535,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:631
Nigeria,632,SC/632/LA,Lagos,Agege I,Q59819536,country:ng/state:la,country:ng/state:la/state-assembly-constituency:632
Nigeria,633,SC/633/LA,Lagos,Agege II,Q59819537,country:ng/state:la,country:ng/state:la/state-assembly-constituency:633
Nigeria,634,SC/634/LA,Lagos,Ajeromi/Ifelodun I,Q59819538,country:ng/state:la,country:ng/state:la/state-assembly-constituency:634
Nigeria,635,SC/635/LA,Lagos,Ajeromi/Ifelodun Ii,Q59819539,country:ng/state:la,country:ng/state:la/state-assembly-constituency:635
Nigeria,636,SC/636/LA,Lagos,Alimosho I,Q59819540,country:ng/state:la,country:ng/state:la/state-assembly-constituency:636
Nigeria,637,SC/637/LA,Lagos,Alimosho II,Q59819541,country:ng/state:la,country:ng/state:la/state-assembly-constituency:637
Nigeria,638,SC/638/LA,Lagos,Amuwo Odofin I,Q59819542,country:ng/state:la,country:ng/state:la/state-assembly-constituency:638
Nigeria,639,SC/639/LA,Lagos,Amuwo Odofin II,Q59819544,country:ng/state:la,country:ng/state:la/state-assembly-constituency:639
Nigeria,640,SC/640/LA,Lagos,Apapa I,Q59819549,country:ng/state:la,country:ng/state:la/state-assembly-constituency:640
Nigeria,641,SC/641/LA,Lagos,Apapa II,Q59819550,country:ng/state:la,country:ng/state:la/state-assembly-constituency:641
Nigeria,642,SC/642/LA,Lagos,Badagry I,Q59819551,country:ng/state:la,country:ng/state:la/state-assembly-constituency:642
Nigeria,643,SC/643/LA,Lagos,Badagry II,Q59819552,country:ng/state:la,country:ng/state:la/state-assembly-constituency:643
Nigeria,644,SC/644/LA,Lagos,Epe I,Q59819553,country:ng/state:la,country:ng/state:la/state-assembly-constituency:644
Nigeria,645,SC/645/LA,Lagos,Epe II,Q59819554,country:ng/state:la,country:ng/state:la/state-assembly-constituency:645
Nigeria,646,SC/646/LA,Lagos,Eti-Osa I,Q59819555,country:ng/state:la,country:ng/state:la/state-assembly-constituency:646
Nigeria,647,SC/647/LA,Lagos,Eti-Osa II,Q59819556,country:ng/state:la,country:ng/state:la/state-assembly-constituency:647
Nigeria,648,SC/648/LA,Lagos,Ibeju-Lekki I,Q59819557,country:ng/state:la,country:ng/state:la/state-assembly-constituency:648
Nigeria,649,SC/649/LA,Lagos,Ibeju-Lekki II,Q59819559,country:ng/state:la,country:ng/state:la/state-assembly-constituency:649
Nigeria,650,SC/650/LA,Lagos,Ifako/Ijaiye I,Q59819561,country:ng/state:la,country:ng/state:la/state-assembly-constituency:650
Nigeria,651,SC/651/LA,Lagos,Ifako/Ijaiye Ii,Q59819562,country:ng/state:la,country:ng/state:la/state-assembly-constituency:651
Nigeria,652,SC/652/LA,Lagos,Ikeja I,Q59819563,country:ng/state:la,country:ng/state:la/state-assembly-constituency:652
Nigeria,653,SC/653/LA,Lagos,Ikeja II,Q59819564,country:ng/state:la,country:ng/state:la/state-assembly-constituency:653
Nigeria,654,SC/654/LA,Lagos,Ikorodu I,Q59819565,country:ng/state:la,country:ng/state:la/state-assembly-constituency:654
Nigeria,655,SC/655/LA,Lagos,Ikorodu II,Q59819566,country:ng/state:la,country:ng/state:la/state-assembly-constituency:655
Nigeria,656,SC/656/LA,Lagos,Kosofe I,Q59819567,country:ng/state:la,country:ng/state:la/state-assembly-constituency:656
Nigeria,657,SC/657/LA,Lagos,Kosofe II,Q59819568,country:ng/state:la,country:ng/state:la/state-assembly-constituency:657
