Country,S/N,CODE,STATE,NAME,WIKIDATA,MS_FB_PARE,MS_FB
Nigeria,934,SC/934/TR,Taraba State,Karim Lamido I,Q59819934,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:934
Nigeria,935,SC/935/TR,Taraba State,Karim Lamido II,Q59819936,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:935
Nigeria,936,SC/936/TR,Taraba State,Wukari I,Q59819937,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:936
Nigeria,937,SC/937/TR,Taraba State,Wukari II,Q59819938,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:937
Nigeria,938,SC/938/TR,Taraba State,Ibi,Q59819939,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:938
Nigeria,939,SC/939/TR,Taraba State,Donda,Q59819940,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:939
Nigeria,940,SC/940/TR,Taraba State,Gashaka,Q59819941,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:940
Nigeria,941,SC/941/TR,Taraba State,Lau,Q59819942,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:941
Nigeria,942,SC/942/TR,Taraba State,Yorro,Q59819943,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:942
Nigeria,943,SC/943/YB,Yobe State,Bade East,Q59819944,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:943
Nigeria,944,SC/944/YB,Yobe State,Bade West,Q59819947,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:944
Nigeria,945,SC/945/YB,Yobe State,Bursari,Q59819948,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:945
Nigeria,946,SC/946/YB,Yobe State,Damaturu I,Q59819949,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:946
Nigeria,947,SC/947/YB,Yobe State,Damaturu II,Q59819950,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:947
Nigeria,948,SC/948/YB,Yobe State,Fika/Ngalda,Q59819951,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:948
Nigeria,949,SC/949/YB,Yobe State,Goya/Ngeji,Q59819952,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:949
Nigeria,950,SC/950/YB,Yobe State,Damagum,Q59819953,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:950
Nigeria,951,SC/951/YB,Yobe State,Jajere,Q59819955,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:951
Nigeria,952,SC/952/YB,Yobe State,Geidam South,Q59819956,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:952
Nigeria,953,SC/953/YB,Yobe State,Geidam North,Q59819957,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:953
Nigeria,954,SC/954/YB,Yobe State,Gujba,Q59819958,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:954
Nigeria,955,SC/955/YB,Yobe State,Gulani,Q59819959,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:955
Nigeria,956,SC/956/YB,Yobe State,Jakusko,Q59819960,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:956
Nigeria,957,SC/957/YB,Yobe State,Karasuwa,Q59819961,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:957
Nigeria,958,SC/958/YB,Yobe State,Machina,Q59819962,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:958
Nigeria,959,SC/959/YB,Yobe State,Nangere,Q59819963,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:959
Nigeria,960,SC/960/YB,Yobe State,Nguru I,Q59819964,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:960
Nigeria,961,SC/961/YB,Yobe State,Nguru II,Q59819965,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:961
Nigeria,962,SC/962/YB,Yobe State,Potiskum Town,Q59819966,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:962
Nigeria,963,SC/963/YB,Yobe State,Mamudo,Q59819967,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:963
Nigeria,964,SC/964/YB,Yobe State,Tarmuwa,Q59819968,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:964
Nigeria,965,SC/965/YB,Yobe State,Yunusari,Q59819969,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:965
Nigeria,966,SC/966/YB,Yobe State,Yunufari,Q59819970,country:ng/state:yo,country:ng/state:yo/state-assembly-constituency:966
Nigeria,967,SC/967/ZF,Zamfara State,K/Namoda North,Q59819971,country:ng/state:za,country:ng/state:za/state-assembly-constituency:967
Nigeria,968,SC/968/ZF,Zamfara State,K/Namoda South,Q59819973,country:ng/state:za,country:ng/state:za/state-assembly-constituency:968
Nigeria,969,SC/969/ZF,Zamfara State,Birnin Magaji,Q59819975,country:ng/state:za,country:ng/state:za/state-assembly-constituency:969
Nigeria,970,SC/970/ZF,Zamfara State,Zurmi East,Q59819976,country:ng/state:za,country:ng/state:za/state-assembly-constituency:970
Nigeria,971,SC/971/ZF,Zamfara State,Zurmi West,Q59819977,country:ng/state:za,country:ng/state:za/state-assembly-constituency:971
Nigeria,972,SC/972/ZF,Zamfara State,Shinkafi,Q59819979,country:ng/state:za,country:ng/state:za/state-assembly-constituency:972
Nigeria,973,SC/973/ZF,Zamfara State,Tsafe East,Q59819980,country:ng/state:za,country:ng/state:za/state-assembly-constituency:973
Nigeria,974,SC/974/ZF,Zamfara State,Tsafe West,Q59819981,country:ng/state:za,country:ng/state:za/state-assembly-constituency:974
Nigeria,975,SC/975/ZF,Zamfara State,Gusau I,Q59819982,country:ng/state:za,country:ng/state:za/state-assembly-constituency:975
Nigeria,976,SC/976/ZF,Zamfara State,Gusau II,Q59819983,country:ng/state:za,country:ng/state:za/state-assembly-constituency:976
Nigeria,977,SC/977/ZF,Zamfara State,Bungudu East,Q59819984,country:ng/state:za,country:ng/state:za/state-assembly-constituency:977
Nigeria,978,SC/978/ZF,Zamfara State,Bungudu West,Q59819985,country:ng/state:za,country:ng/state:za/state-assembly-constituency:978
Nigeria,979,SC/979/ZF,Zamfara State,Maru North,Q59819987,country:ng/state:za,country:ng/state:za/state-assembly-constituency:979
Nigeria,980,SC/980/ZF,Zamfara State,Maru South,Q59819989,country:ng/state:za,country:ng/state:za/state-assembly-constituency:980
Nigeria,981,SC/981/ZF,Zamfara State,Anka,Q59819990,country:ng/state:za,country:ng/state:za/state-assembly-constituency:981
Nigeria,982,SC/982/ZF,Zamfara State,T/Mafara North,Q59819991,country:ng/state:za,country:ng/state:za/state-assembly-constituency:982
Nigeria,983,SC/983/ZF,Zamfara State,T/Mafara South,Q59819992,country:ng/state:za,country:ng/state:za/state-assembly-constituency:983
Nigeria,984,SC/984/ZF,Zamfara State,Bakura,Q59819994,country:ng/state:za,country:ng/state:za/state-assembly-constituency:984
Nigeria,985,SC/985/ZF,Zamfara State,Maradun I,Q59819995,country:ng/state:za,country:ng/state:za/state-assembly-constituency:985
Nigeria,986,SC/986/ZF,Zamfara State,Maradun II,Q59819996,country:ng/state:za,country:ng/state:za/state-assembly-constituency:986
Nigeria,987,SC/987/ZF,Zamfara State,Gummi I,Q59819997,country:ng/state:za,country:ng/state:za/state-assembly-constituency:987
Nigeria,988,SC/988/ZF,Zamfara State,Gummi II,Q59819998,country:ng/state:za,country:ng/state:za/state-assembly-constituency:988
Nigeria,989,SC/989/ZF,Zamfara State,Bukkuyum North,Q59820000,country:ng/state:za,country:ng/state:za/state-assembly-constituency:989
Nigeria,990,SC/990/ZF,Zamfara State,Bukkuyum South,Q59820001,country:ng/state:za,country:ng/state:za/state-assembly-constituency:990
